Booking_ID,Property_ID,Date_ID,Customer_ID,Host_ID,Revenue,Nights_Booked,Number_of_Guests,Cleaning_Fee,Service_Fee
14001,1129,132,4213,241,2679.35,5,8,54.01,136.72
14002,997,319,3123,90,2060.8,16,4,88.07,65.03
14003,1065,777,2281,29,1863.19,4,1,150.06,140.72
14004,1461,507,3865,177,1835.82,3,5,143.56,139.05
14005,725,638,2038,206,950.41,9,3,91.64,88.6
14006,634,1712,4261,77,1054.73,21,2,195.63,73.28
14007,1314,134,1401,293,3720.76,21,1,174.31,27.7
14008,453,1252,1984,101,4424.34,12,4,195.78,118.73
14009,680,1641,240,41,2668.83,8,7,136.63,142.58
14010,1298,1622,2970,282,1866.99,7,7,58.93,13.91
14011,1012,11,3649,272,3098.29,16,6,98.9,110.68
14012,38,335,2083,297,1645.93,21,8,29.61,91.22
14013,134,518,1798,14,619.98,19,8,83.53,61.03
14014,1440,203,949,131,4583.72,9,1,198.81,27.76
14015,344,1214,3209,267,1322.53,1,5,139.91,100.32
14016,126,367,2598,164,842.86,8,5,87.31,57.28
14017,1128,271,3412,103,1351.95,10,8,28.08,41.81
14018,1361,156,1834,219,4069.34,7,8,122.52,137.58
14019,1014,444,2256,8,3887.06,10,6,42.9,88.36
14020,736,381,3607,227,4561.19,2,1,128.37,135.05
14021,810,171,4459,192,4745.72,9,7,176.88,76.91
14022,457,469,2232,48,181.92,21,8,54.37,11.98
14023,629,254,846,172,2283.29,3,8,160.23,81.74
14024,843,1437,1130,133,1451.48,10,1,36.21,112.48
14025,350,330,3903,169,1284.13,11,4,156.85,70.45
14026,1496,911,4669,263,2441.93,1,3,76.68,72.22
14027,1459,1209,2158,118,3008.07,19,3,65.6,12.6
14028,352,486,2878,289,3307.27,12,2,171.42,35.9
14029,301,786,4802,251,250.1,15,7,162.91,115.97
14030,765,594,1486,257,1906.76,2,1,105.13,71.7
14031,803,871,2167,176,3587.08,16,1,184.99,49.83
14032,209,1737,4086,192,4543.62,10,6,168.32,89.5
14033,1401,971,4221,212,2047.98,11,7,24.4,21.6
14034,479,1435,963,148,521.15,21,1,196.73,81.29
14035,813,841,3929,90,3992.36,4,1,173.97,100.77
14036,284,27,1920,200,3273.51,2,6,26.26,41.09
14037,508,1528,1989,164,2143.79,1,1,145.98,24.91
14038,25,1097,4416,116,105.69,18,1,41.98,111.68
14039,864,1250,3863,23,196.28,3,3,125.24,106.51
14040,1498,1651,298,200,4182.76,20,7,124.93,30.18
14041,849,181,181,214,1131.63,19,6,140.44,26.69
14042,25,1601,3002,92,2813.37,20,5,93.53,84.26
14043,849,1298,105,238,1487.76,14,7,33.29,46.94
14044,287,1369,1843,298,4697.14,17,1,125.36,106.04
14045,1059,1647,4471,61,3843.77,19,5,86.28,75.41
14046,555,1287,2075,207,3705.01,20,4,161.24,10.29
14047,884,1451,3974,75,249.63,20,6,64.03,143.56
14048,82,1352,2682,297,3857.41,11,2,188.03,64.25
14049,1291,408,4179,60,700.82,12,2,37.94,149.43
14050,127,802,4095,257,4550.39,12,4,57.07,39.04
14051,721,857,2124,157,4302.78,14,1,37.67,53.0
14052,287,357,1604,134,3265.18,14,3,54.45,28.89
14053,391,945,1267,110,3999.38,14,1,136.31,119.84
14054,1499,752,1337,241,4839.78,8,2,116.03,142.62
14055,211,1320,4853,176,3127.91,11,6,156.11,46.81
14056,1462,743,3541,208,1968.71,11,5,98.25,82.93
14057,1273,243,4840,223,3583.59,5,1,124.52,46.95
14058,550,495,2961,132,2793.14,14,6,134.9,147.97
14059,815,497,4796,57,4826.44,6,8,59.57,101.2
14060,1289,169,3088,25,877.23,1,1,152.42,39.28
14061,1097,1209,1580,240,2009.89,12,3,151.69,34.23
14062,1204,491,284,64,4300.11,1,8,100.5,117.31
14063,1224,378,1972,109,3874.65,8,3,188.02,113.35
14064,1036,880,2747,128,2935.3,9,5,197.0,93.29
14065,924,547,1475,72,1771.17,3,3,106.96,101.46
14066,619,1168,634,253,4490.71,18,2,181.09,85.84
14067,525,1468,780,144,990.05,13,2,24.11,126.39
14068,1002,855,2044,3,3554.52,3,7,74.02,99.22
14069,152,471,2565,272,2033.17,10,8,197.09,127.89
14070,1344,1406,1138,272,3091.92,17,3,80.48,108.08
14071,99,107,2720,49,1333.46,2,2,36.78,20.91
14072,569,1551,2911,167,855.65,9,2,123.02,97.59
14073,1366,113,803,267,3199.47,20,5,144.85,104.33
14074,345,1730,4300,45,2785.65,2,8,103.76,141.35
14075,108,1014,4735,294,2267.6,12,6,36.82,68.21
14076,123,685,4742,92,3369.22,18,8,190.72,101.8
14077,1231,1382,4899,31,177.08,3,5,199.04,64.21
14078,1369,1568,1272,215,1327.78,18,4,177.4,149.23
14079,527,720,3102,221,1158.9,1,4,57.22,69.07
14080,1458,1620,3558,70,3148.69,9,8,144.1,48.68
14081,1403,1055,4794,86,1472.54,20,4,129.66,41.32
14082,972,731,778,270,1692.52,12,8,50.33,147.65
14083,922,713,3194,179,4587.31,4,5,148.03,55.91
14084,867,91,114,259,2979.55,19,8,44.79,108.62
14085,1137,1277,211,60,4927.38,19,6,196.24,39.59
14086,441,1022,4473,19,4456.81,16,2,81.03,17.65
14087,1461,538,409,191,2927.05,20,4,168.37,99.76
14088,1192,544,1577,203,3416.57,10,3,173.54,106.73
14089,705,722,3411,51,4559.03,11,1,122.38,126.17
14090,1399,466,4954,97,2102.71,16,2,34.57,115.19
14091,1250,1412,4918,73,1668.04,4,5,60.91,137.75
14092,303,1032,1056,268,4660.6,2,6,44.62,125.65
14093,432,1623,3127,185,1973.78,20,3,98.94,39.32
14094,260,1646,2785,96,3270.34,17,3,44.86,52.0
14095,585,1678,3255,125,996.14,19,5,167.26,104.12
14096,1478,1636,1256,190,598.14,18,3,84.03,78.1
14097,158,1748,2486,67,3939.07,5,5,131.34,95.0
14098,1425,917,2161,253,4413.26,17,8,67.29,121.63
14099,1001,803,3238,300,414.9,20,3,160.01,47.48
14100,1253,1815,1681,220,3239.1,6,6,85.61,104.21
14101,1423,420,1793,73,494.75,17,2,103.59,118.83
14102,1207,941,2447,16,2398.4,5,7,106.88,114.42
14103,703,896,3295,151,3027.21,14,3,164.06,92.11
14104,1301,950,3453,141,1494.84,15,3,78.91,96.67
14105,1134,978,3746,228,711.39,13,3,33.29,15.19
14106,1152,1257,3322,35,3931.15,9,4,107.33,32.4
14107,96,474,622,232,2371.02,5,2,166.34,20.27
14108,882,3,1608,244,1588.85,2,8,120.47,52.31
14109,1044,652,3945,147,525.43,9,2,191.92,123.42
14110,759,249,1090,10,979.15,3,6,132.16,149.28
14111,534,521,1587,260,4810.85,14,8,48.31,115.38
14112,1410,292,3078,111,52.87,9,6,88.57,142.69
14113,194,1507,1764,99,2117.02,8,4,62.12,141.39
14114,387,1806,1196,247,553.22,2,6,90.02,44.26
14115,719,1820,4794,167,2827.3,15,2,160.64,138.14
14116,931,943,2892,91,2746.0,18,7,95.08,99.56
14117,150,1780,3884,225,157.16,16,6,108.33,125.53
14118,5,353,3481,110,2748.24,2,3,138.67,34.91
14119,655,1328,2119,118,4207.92,4,7,71.42,45.77
14120,1310,375,1025,189,3928.88,13,6,90.09,123.69
14121,565,148,1919,151,4035.91,12,3,24.12,124.85
14122,1157,595,3793,48,1507.06,18,3,36.02,87.26
14123,1451,616,2475,299,4257.22,5,1,118.93,58.25
14124,1024,680,650,204,396.9,3,6,106.73,84.77
14125,1391,1065,3555,126,2248.82,5,4,164.82,16.68
14126,197,351,3803,241,475.28,15,7,193.17,37.15
14127,573,736,4941,32,2726.91,11,8,42.78,76.71
14128,1429,1430,3342,92,944.34,2,8,130.71,95.62
14129,1226,1601,3982,62,4329.26,21,5,58.72,73.14
14130,306,1708,948,253,3423.87,5,3,81.98,49.49
14131,156,1738,4803,116,1565.01,8,2,87.86,119.65
14132,168,1467,1959,111,3810.79,5,5,105.89,23.43
14133,1359,731,1193,231,4626.43,14,2,53.02,66.96
14134,295,1151,1398,187,4545.85,19,3,119.17,123.67
14135,38,273,4792,249,3022.39,20,4,123.41,48.82
14136,140,1760,2560,243,355.21,19,2,32.92,77.97
14137,565,421,2948,228,2071.08,14,2,66.58,120.99
14138,1437,698,3298,252,716.62,20,2,184.12,63.55
14139,306,871,895,60,2540.11,15,4,107.39,129.03
14140,652,526,4436,140,4013.77,21,4,142.39,20.72
14141,767,245,1388,179,2604.39,3,8,126.4,142.8
14142,1395,927,4605,222,895.24,21,8,156.59,106.68
14143,277,1676,3274,288,2515.46,6,3,91.96,81.34
14144,757,502,2636,230,2957.26,17,1,110.33,20.57
14145,25,276,2600,73,130.13,20,6,186.1,18.55
14146,702,1699,1328,262,1630.84,16,3,108.98,97.86
14147,291,575,982,75,1745.72,12,6,167.72,122.89
14148,1002,1452,3456,42,4074.36,14,8,178.92,63.22
14149,198,1609,3510,66,4513.57,16,5,122.21,110.84
14150,854,1603,1376,91,907.24,11,1,35.73,29.18
14151,369,1496,1633,287,4673.5,13,7,109.25,111.0
14152,717,961,4323,94,1131.18,18,3,173.97,89.48
14153,873,311,320,200,4154.72,3,6,136.11,79.56
14154,415,1253,2,104,3138.51,5,4,111.16,80.91
14155,1050,1585,3447,273,364.55,5,3,66.92,63.74
14156,481,749,4602,287,2197.55,10,3,68.05,84.09
14157,842,1376,1832,118,1501.74,2,8,28.72,46.63
14158,29,1304,2718,35,2890.8,21,6,156.92,96.94
14159,1236,214,4393,234,2028.87,9,1,176.03,71.42
14160,1026,1697,3442,226,3453.49,1,2,37.69,126.02
14161,1107,619,4890,185,1389.32,2,7,151.8,34.55
14162,1434,274,4868,202,4020.95,16,1,124.92,132.54
14163,1198,610,1338,108,2868.58,10,1,28.12,53.19
14164,540,46,3440,271,4003.94,21,4,194.42,71.82
14165,513,689,4908,228,1196.71,5,6,93.69,93.51
14166,1238,741,2423,256,2099.74,2,8,135.32,128.15
14167,524,54,1001,210,1059.25,12,6,89.59,62.84
14168,372,757,2102,5,4197.46,13,6,25.81,15.31
14169,106,1188,4245,185,1785.43,19,1,60.62,119.35
14170,1235,552,4435,159,2630.58,7,4,160.17,18.26
14171,933,1227,4895,86,4289.55,8,3,29.64,25.85
14172,1406,1406,4764,260,1997.03,9,1,156.37,146.41
14173,1410,186,3783,37,4634.14,8,8,43.12,14.67
14174,57,515,3381,63,606.68,9,6,165.61,46.81
14175,1347,1744,1566,271,3880.49,15,4,130.49,139.09
14176,723,1692,1276,209,3858.02,13,5,83.24,89.91
14177,1413,860,3947,109,997.08,14,1,76.42,117.17
14178,1046,608,2818,129,547.9,9,4,81.86,68.89
14179,533,1611,3631,61,1727.34,3,3,183.53,121.76
14180,1288,1315,2641,177,3255.06,2,6,98.07,64.88
14181,873,1450,1531,122,1917.09,9,4,26.9,22.56
14182,921,265,2073,98,1576.77,11,8,153.72,25.5
14183,1190,1010,2219,108,4195.64,13,5,180.21,101.26
14184,632,1701,4499,160,1980.71,13,7,144.14,78.49
14185,473,1338,76,172,3596.32,14,6,93.68,94.23
14186,786,633,19,239,1880.69,8,3,146.62,147.01
14187,1197,479,2124,212,3628.85,6,2,184.08,143.11
14188,1245,1800,3242,248,2710.39,2,5,33.78,30.32
14189,4,224,3416,181,4229.29,20,6,144.73,98.01
14190,1228,35,2489,141,4866.06,20,4,31.6,130.82
14191,1043,606,1851,233,2967.1,5,6,132.46,13.7
14192,1062,242,2214,262,2834.11,18,3,178.5,27.32
14193,516,1155,886,123,2301.55,5,6,28.87,91.92
14194,715,272,2826,155,2329.36,15,8,184.63,60.78
14195,319,188,1214,91,2780.17,2,4,142.31,144.0
14196,853,683,1699,202,4864.12,3,2,75.72,34.4
14197,1105,641,851,58,1717.71,2,8,114.74,111.49
14198,1320,249,1202,133,662.94,2,1,108.28,43.37
14199,1225,589,2609,247,1000.57,16,7,25.57,39.6
14200,763,1321,91,163,2163.38,21,7,47.2,39.32
14201,1303,1777,2727,269,1149.2,4,6,132.05,51.06
14202,1207,1080,2370,289,896.32,8,5,134.46,79.45
14203,828,1255,490,258,4715.67,20,6,92.62,149.47
14204,933,468,3073,234,1388.62,3,8,174.65,68.29
14205,1187,1611,711,198,3892.13,4,4,111.35,18.45
14206,928,875,3223,260,1427.67,3,4,158.94,48.11
14207,1082,99,1475,265,148.45,10,5,113.43,52.37
14208,342,1093,2974,214,4809.7,18,5,97.71,20.89
14209,1411,815,3524,212,2278.7,4,7,51.27,85.97
14210,1461,1080,4963,145,2110.41,11,2,51.15,96.87
14211,359,1182,4975,38,1647.07,17,2,194.33,67.79
14212,1109,392,696,180,3530.39,19,2,196.37,11.51
14213,1224,1370,382,97,4635.2,16,8,44.36,107.62
14214,980,1731,461,175,1672.66,10,3,116.24,34.2
14215,220,1430,1982,143,1840.56,21,2,196.14,132.3
14216,1089,597,1142,193,759.59,5,2,136.23,27.13
14217,1457,1391,4556,34,1125.65,4,6,91.66,88.06
14218,1484,767,4696,252,4026.29,21,4,87.88,74.36
14219,1391,323,3714,100,108.78,21,3,197.52,118.76
14220,283,1813,4077,146,1829.2,19,1,168.32,59.39
14221,1422,1087,875,107,3078.81,6,3,76.9,34.17
14222,1206,1646,3223,45,4197.22,4,3,135.29,13.42
14223,805,1442,1215,225,3299.86,14,5,87.19,95.63
14224,931,1807,2730,300,2932.8,4,1,118.19,108.12
14225,1338,792,165,141,513.5,8,6,168.46,81.83
14226,1495,1518,3971,245,718.04,19,2,143.3,45.04
14227,1176,1770,2594,226,3495.56,8,4,91.89,141.22
14228,397,618,2543,250,114.88,19,5,77.62,114.16
14229,1407,799,4072,113,1053.32,1,5,172.73,83.17
14230,303,1651,770,274,1400.01,17,8,53.98,25.99
14231,147,1130,962,191,2960.58,18,2,199.47,43.43
14232,186,1726,1429,277,1097.94,3,4,45.45,116.91
14233,1106,32,4852,56,4709.2,11,5,49.35,56.45
14234,1013,1113,3385,270,3799.19,1,5,26.04,90.55
14235,827,311,4743,278,2743.37,9,7,169.14,142.01
14236,1314,1567,2962,223,2148.27,2,8,72.82,20.07
14237,936,327,1075,198,757.57,14,1,188.02,40.85
14238,1132,1647,4439,258,4436.76,12,8,196.44,93.82
14239,362,331,1166,239,3889.25,15,1,173.24,78.39
14240,814,531,4446,75,4262.17,7,8,114.6,37.29
14241,880,1604,3667,107,4695.79,5,7,181.79,87.73
14242,856,1299,2706,183,1387.33,6,1,35.82,36.69
14243,1344,233,4565,112,1854.6,18,7,172.73,115.64
14244,911,1344,4491,245,2103.72,9,4,133.52,82.51
14245,997,179,1308,113,3429.95,1,5,49.9,50.39
14246,368,823,1772,5,117.54,14,8,143.01,99.68
14247,922,367,1283,100,3464.18,12,1,154.49,116.47
14248,369,28,1226,297,4332.16,15,8,169.18,19.9
14249,266,1289,2584,89,1624.41,2,2,52.66,135.18
14250,1,1708,633,134,1681.85,14,8,173.08,93.98
14251,1084,334,660,266,2893.89,6,6,71.9,11.89
14252,1184,1533,2993,165,340.38,15,3,69.3,75.5
14253,608,1708,3643,46,4903.54,17,7,82.43,105.8
14254,43,1035,3948,21,501.08,12,7,47.37,54.42
14255,15,1066,1056,25,2952.9,4,3,88.1,25.46
14256,435,175,664,226,1405.21,11,2,86.45,81.61
14257,607,1265,1122,108,3871.6,7,3,27.94,33.05
14258,1318,1184,3554,256,784.56,11,5,55.57,19.91
14259,787,872,4024,175,1700.63,19,6,113.43,85.35
14260,403,1472,1262,46,3766.07,18,3,187.39,25.45
14261,184,876,4592,300,4236.93,18,1,119.66,44.39
14262,1387,1643,4523,65,2042.72,7,8,47.06,97.19
14263,431,259,1228,41,735.64,7,2,95.93,37.65
14264,1313,698,1970,22,1459.05,14,3,144.33,134.21
14265,526,701,3426,227,3990.72,8,1,43.68,42.9
14266,326,809,1438,26,2814.07,18,1,119.1,149.43
14267,683,1714,2491,88,4145.87,14,7,33.98,148.36
14268,1407,333,868,252,128.44,13,7,41.6,113.61
14269,732,965,3874,33,130.67,13,5,190.79,82.9
14270,1181,882,109,214,2028.9,19,4,138.72,88.47
14271,23,407,1912,104,3062.76,10,8,70.34,63.74
14272,1195,730,3978,123,3656.1,2,3,36.81,134.97
14273,917,700,2809,178,262.41,14,7,143.8,143.74
14274,1006,544,4798,100,2710.11,3,4,180.21,149.31
14275,1157,1742,1948,194,3135.91,15,3,166.93,123.4
14276,1225,832,3371,255,1339.1,17,6,122.85,19.29
14277,1489,524,816,255,551.7,20,5,65.11,121.09
14278,304,1718,4203,2,1402.36,10,1,96.16,130.67
14279,402,1455,3219,255,2329.45,2,1,37.81,67.26
14280,853,560,1182,72,3359.2,20,5,93.78,111.64
14281,880,1275,1972,155,2411.63,16,8,34.43,80.85
14282,341,1154,1126,213,2814.62,4,6,113.97,137.5
14283,762,1128,1142,87,305.15,9,4,56.8,125.08
14284,188,1778,1866,114,63.29,16,4,196.98,123.13
14285,470,605,2254,279,2871.16,8,2,169.4,11.0
14286,973,102,1129,74,586.58,8,7,54.26,31.25
14287,1179,836,2244,46,3026.59,21,1,63.84,148.68
14288,1389,1234,1609,15,4173.54,6,2,118.59,103.71
14289,600,674,2667,9,4208.79,13,2,133.19,49.0
14290,94,724,2433,221,1249.19,6,8,126.95,43.39
14291,269,943,623,132,3592.22,20,5,47.47,144.92
14292,828,1612,4410,161,4269.59,21,4,56.24,87.23
14293,186,857,4205,234,3640.41,20,6,156.6,113.05
14294,486,1203,4599,279,320.35,8,8,195.24,48.8
14295,643,474,3152,43,1106.04,10,3,113.26,115.2
14296,901,1126,2616,161,1798.48,21,1,117.19,137.94
14297,149,220,4434,91,4824.23,1,3,145.11,35.27
14298,811,660,4120,269,4808.04,11,8,85.19,90.12
14299,921,258,2125,187,791.73,8,4,120.87,121.52
14300,373,712,724,239,4392.34,19,1,101.23,14.29
14301,464,178,3057,30,4373.51,14,3,116.48,49.24
14302,1275,852,2379,225,3758.61,13,7,165.55,84.89
14303,926,902,3134,206,2127.39,12,5,68.61,99.21
14304,590,919,175,4,2369.02,10,8,197.95,147.48
14305,1183,1572,578,147,3667.88,12,5,159.51,69.17
14306,1008,387,1723,96,1366.6,11,7,25.9,35.57
14307,177,471,4091,145,3172.32,19,7,163.07,99.27
14308,1404,1060,2038,186,1015.26,4,2,85.19,63.43
14309,751,4,3911,247,4703.33,20,7,77.03,11.34
14310,462,1749,3479,85,386.22,14,5,102.53,78.98
14311,1028,490,2571,82,3266.35,14,8,152.88,102.17
14312,380,1012,2772,243,351.66,19,6,39.47,81.36
14313,559,1557,4392,64,1321.75,21,5,22.7,72.27
14314,140,853,216,28,1807.74,20,6,48.48,24.86
14315,1227,949,2984,291,3841.84,17,2,56.79,24.08
14316,1049,1259,1448,72,4819.31,12,4,175.53,88.7
14317,1098,1464,1697,94,4946.99,21,5,42.17,140.86
14318,272,449,1818,127,3356.04,14,3,154.15,41.62
14319,1470,1276,2496,95,1216.57,8,1,181.86,83.12
14320,876,912,2654,176,628.81,4,1,57.4,143.91
14321,789,1664,1006,64,1058.57,12,6,43.33,93.61
14322,1390,192,3166,231,2112.1,15,8,116.98,31.09
14323,1421,600,1590,54,4612.21,19,7,121.09,88.57
14324,507,501,1627,244,2592.39,4,5,176.71,85.53
14325,139,211,850,21,3526.55,21,8,199.09,96.45
14326,1014,3,4625,155,1191.06,19,2,137.38,134.64
14327,486,900,3482,188,3377.32,16,1,35.87,16.54
14328,419,1537,2502,241,2783.89,16,7,138.24,68.19
14329,1244,635,446,31,2319.88,5,2,24.48,131.67
14330,22,552,1082,78,2739.0,11,1,85.23,58.68
14331,1248,376,3945,171,561.58,9,8,43.86,107.52
14332,959,1255,4701,259,4345.93,16,4,55.64,80.87
14333,1164,1212,3246,151,1542.3,11,6,84.01,81.34
14334,765,373,1922,38,3883.86,15,3,162.62,15.67
14335,953,1687,1338,21,2755.05,19,1,177.17,119.7
14336,4,1014,1074,62,4402.97,5,4,46.67,22.69
14337,515,1084,817,45,650.61,13,1,53.29,144.35
14338,939,644,2064,202,2077.6,10,3,166.6,94.41
14339,825,1723,4186,184,1527.62,11,7,188.6,109.87
14340,200,38,1560,182,3077.92,11,2,154.21,124.13
14341,618,1436,4971,188,1977.34,20,8,20.36,140.56
14342,142,139,3921,104,4827.09,4,7,115.28,92.25
14343,1186,1632,3364,152,3502.49,19,1,183.49,122.87
14344,929,740,3495,40,1604.73,15,8,194.39,53.01
14345,776,1706,32,48,2072.44,10,8,164.32,136.54
14346,1185,1745,1407,131,1086.72,20,8,49.49,19.96
14347,1166,358,1757,120,2165.16,7,7,84.9,101.3
14348,1028,1619,2711,80,1510.55,9,4,188.54,122.56
14349,279,1591,1830,117,2814.51,18,4,127.64,40.78
14350,407,1566,2703,7,320.2,13,8,184.03,107.46
14351,389,1441,322,118,976.38,15,4,43.5,100.31
14352,951,3,1340,187,4719.58,16,7,160.72,76.49
14353,199,143,1032,212,58.57,21,1,166.86,124.37
14354,1111,1790,3646,137,3786.02,2,1,66.19,130.46
14355,1247,441,1753,86,1943.71,4,6,123.7,78.66
14356,588,1413,424,231,193.06,14,2,44.77,51.91
14357,911,986,3721,47,1532.02,1,5,125.56,116.49
14358,216,599,3257,89,2421.49,4,3,85.1,50.57
14359,1500,1144,858,233,2535.59,11,8,71.73,63.57
14360,1093,858,137,44,3581.22,15,7,188.14,64.55
14361,968,249,1166,156,2991.98,3,2,99.39,22.74
14362,683,628,525,73,884.59,4,7,174.92,115.51
14363,837,1085,3953,21,1457.56,3,5,131.4,36.53
14364,716,152,3134,55,4734.54,2,4,50.24,25.53
14365,575,773,504,156,2423.05,7,2,113.51,105.17
14366,603,1267,2688,124,2104.85,2,3,21.48,133.28
14367,1102,1168,1070,146,4134.57,8,5,190.13,127.58
14368,1295,1363,690,104,4416.88,2,4,162.85,114.11
14369,387,1650,1851,50,4251.34,12,6,102.72,148.97
14370,564,890,3697,141,1739.06,20,8,137.86,82.56
14371,384,988,100,99,276.48,9,2,95.79,125.87
14372,317,33,3718,137,1099.4,20,6,129.05,134.21
14373,1241,107,2363,195,2009.81,14,6,192.65,146.04
14374,557,1290,3626,58,4423.22,9,2,95.47,39.92
14375,515,18,4993,55,3888.28,9,4,187.49,134.95
14376,508,1148,1780,111,1471.24,11,8,180.06,18.0
14377,27,1209,3613,96,2741.95,17,4,47.69,141.33
14378,1052,1422,2571,52,1290.04,21,3,163.36,47.66
14379,153,106,4763,22,1158.33,14,6,169.53,90.62
14380,436,773,3743,28,3296.54,9,8,74.93,140.74
14381,209,1084,1327,60,1529.82,5,5,129.4,139.02
14382,886,325,603,172,285.83,9,6,79.26,38.11
14383,1286,1825,4994,47,2414.01,20,3,180.75,71.41
14384,1068,196,4882,34,2769.65,3,4,147.95,142.36
14385,24,972,1063,92,2949.89,21,7,51.66,64.51
14386,824,1240,3976,299,3857.63,9,8,146.47,71.6
14387,394,1504,1684,286,2789.47,1,8,142.92,128.85
14388,1415,338,3669,272,1871.18,8,4,26.36,21.61
14389,1292,1482,1067,5,1579.54,10,2,156.73,53.15
14390,636,48,2463,112,4387.37,18,7,63.11,96.92
14391,1191,1458,1798,105,2493.44,17,5,138.71,25.01
14392,322,1260,3955,197,4788.79,14,8,29.82,93.29
14393,755,1371,517,223,4238.99,12,5,138.05,25.69
14394,981,776,4828,9,3550.34,6,2,53.26,67.59
14395,219,248,4786,250,1704.73,15,5,38.13,135.68
14396,97,467,3026,64,4254.95,7,1,108.44,58.94
14397,503,1212,4625,74,2792.57,15,5,108.69,88.44
14398,396,1092,3288,7,1416.14,9,5,143.28,142.13
14399,508,210,1171,98,2095.29,14,8,185.2,31.12
14400,152,598,3018,286,1117.05,18,6,99.54,120.96
14401,354,896,4608,20,424.2,21,1,107.26,84.99
14402,83,1695,2514,252,2835.82,10,3,193.18,10.07
14403,1177,383,2930,162,162.3,13,6,58.76,64.07
14404,1069,1408,2679,137,997.54,20,6,44.02,142.92
14405,525,1410,2966,99,1584.41,12,5,175.52,128.88
14406,632,710,561,158,2416.18,13,8,163.66,116.04
14407,476,1818,2756,264,815.31,10,6,141.94,74.76
14408,1165,716,4659,294,483.57,12,2,49.41,77.21
14409,837,1143,387,25,3105.06,11,4,188.91,127.96
14410,1272,322,2451,120,732.36,18,6,119.07,96.81
14411,501,980,4419,198,4453.39,8,1,184.7,142.9
14412,320,456,3500,34,4705.94,1,3,181.1,107.08
14413,1271,1317,3710,131,518.16,12,7,142.61,41.16
14414,504,1165,4020,9,3093.64,15,3,101.47,36.82
14415,269,1364,242,13,2015.27,6,8,116.12,137.15
14416,758,487,2663,32,432.75,17,2,163.24,26.14
14417,1027,230,1379,78,3902.8,20,4,87.34,16.58
14418,1094,309,3557,234,3132.81,17,4,95.05,114.78
14419,756,1320,2222,79,1345.01,4,5,145.63,142.27
14420,1426,370,745,253,818.38,17,2,36.18,48.35
14421,929,1589,1758,36,4217.37,11,7,178.73,119.95
14422,1414,1803,3692,189,1448.87,10,6,81.43,137.14
14423,891,75,3618,192,1692.87,18,4,129.9,28.14
14424,45,585,1243,224,3756.58,15,6,37.44,126.73
14425,916,1677,2909,181,3121.37,5,3,113.67,52.03
14426,1056,217,458,107,4939.17,13,6,130.87,111.25
14427,240,852,1960,172,4155.78,18,6,26.41,92.65
14428,1106,1071,4301,295,1991.46,16,6,90.29,122.17
14429,124,608,4574,71,900.28,21,8,74.87,40.37
14430,487,1460,52,289,1262.32,18,4,112.3,133.74
14431,422,1609,16,7,3846.84,15,2,179.71,50.34
14432,1197,362,3916,174,2629.07,5,4,160.52,106.94
14433,695,184,4882,289,3927.22,21,3,55.02,77.05
14434,54,1204,4501,45,1734.51,13,4,54.96,126.74
14435,444,846,89,295,2983.27,13,3,115.51,81.57
14436,492,196,241,71,220.31,4,6,146.32,105.84
14437,38,1532,881,186,1059.78,11,2,192.69,138.44
14438,651,710,2555,157,378.65,19,4,53.99,89.19
14439,1291,1215,225,148,1066.06,16,2,188.58,46.31
14440,1336,1465,1237,135,729.11,19,1,147.91,89.78
14441,1290,1334,4107,39,2298.34,11,8,125.42,113.59
14442,139,1460,2505,168,2556.13,15,7,112.54,136.91
14443,36,804,2996,181,1530.23,1,7,59.64,111.96
14444,1025,328,4600,195,317.12,1,6,126.98,55.8
14445,687,61,63,288,3076.74,14,4,157.95,20.87
14446,709,1176,296,224,758.13,10,7,100.28,146.68
14447,791,444,4458,244,4459.43,11,1,176.59,26.87
14448,303,1522,1599,291,96.22,12,3,69.9,56.41
14449,254,1297,3647,1,1741.84,20,8,116.52,26.44
14450,1456,1002,4163,261,422.65,9,5,20.8,15.85
14451,517,204,1198,50,3723.46,1,3,185.97,50.96
14452,1430,1499,2624,62,1543.11,12,2,102.2,109.45
14453,1049,91,4310,98,295.67,2,3,187.04,146.69
14454,697,666,4131,85,2263.77,11,3,177.58,137.27
14455,60,10,3290,266,3758.15,11,6,86.44,50.25
14456,357,452,370,115,900.82,11,5,112.29,139.16
14457,1265,568,8,248,2454.73,2,2,173.05,116.55
14458,1412,128,2177,246,3767.86,10,4,73.79,98.05
14459,869,524,2466,259,4938.83,12,5,108.98,135.05
14460,456,1135,217,250,353.55,6,8,156.59,12.11
14461,959,1786,4926,245,4782.69,18,6,165.74,129.93
14462,1112,174,2512,33,1202.49,10,7,86.34,16.18
14463,1379,1332,4192,3,4662.0,20,3,97.35,126.6
14464,168,1177,3497,202,331.12,6,8,76.81,135.01
14465,961,184,1593,286,370.2,7,5,61.55,93.12
14466,721,171,36,177,3840.86,1,8,89.59,96.77
14467,154,448,4928,85,1387.15,10,6,192.76,59.4
14468,1305,1379,172,248,2556.5,3,5,168.23,148.55
14469,1480,1076,4674,71,4704.0,13,4,42.92,68.07
14470,612,329,1164,67,2294.88,16,1,40.73,17.21
14471,1265,1008,2076,220,4242.45,3,6,45.19,43.5
14472,135,1758,3776,175,2311.98,16,7,25.91,26.37
